FH_TIMESTAMP,FH_SYMBOL,FH_INSTRUMENT,FH_EXPIRY_DT,FH_CLOSING_PRICE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_TOT_TRADED_VAL,FH_UNDERLYING_VALUE,FH_MARKET_LOT,SOURCE,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_TOT_TRADED_QTY,FH_SETTLE_PRICE,FH_MARKET_TYPE
16-Aug-2023,ADANIENSOL,FUTSTK,,818.0999755859375,795.0,822.9000244140625,795.0,7337822.0,818.0999755859375,675,YFINANCE,,,,,,,,,
17-Aug-2023,ADANIENSOL,FUTSTK,,822.2000122070312,819.8499755859375,836.4500122070312,819.0,3958662.0,822.2000122070312,675,YFINANCE,,,,,,,,,
18-Aug-2023,ADANIENSOL,FUTSTK,,871.9000244140625,824.9000244140625,894.0,824.75,7798779.0,871.9000244140625,675,YFINANCE,,,,,,,,,
21-Aug-2023,ADANIENSOL,FUTSTK,,923.5499877929688,879.0,932.0,878.0,8978809.0,923.5499877929688,675,YFINANCE,,,,,,,,,
22-Aug-2023,ADANIENSOL,FUTSTK,,960.1500244140624,945.0999755859376,976.9500122070312,923.8499755859376,11493000.0,960.1500244140624,675,YFINANCE,,,,,,,,,
23-Aug-2023,ADANIENSOL,FUTSTK,,890.4000244140625,965.0,969.7000122070312,859.0,4192309.0,890.4000244140625,675,YFINANCE,,,,,,,,,
24-Aug-2023,ADANIENSOL,FUTSTK,,895.1500244140625,907.9500122070312,934.0,892.0499877929688,1134578.0,895.1500244140625,675,YFINANCE,,,,,,,,,
25-Aug-2023,ADANIENSOL,FUTSTK,,874.5499877929688,895.1500244140625,898.8499755859375,865.0,983333.0,874.5499877929688,675,YFINANCE,,,,,,,,,
28-Aug-2023,ADANIENSOL,FUTSTK,,864.9500122070312,895.0,899.0,860.0,995290.0,864.9500122070312,675,YFINANCE,,,,,,,,,
29-Aug-2023,ADANIENSOL,FUTSTK,,857.1500244140625,869.0999755859375,875.0999755859375,852.5999755859375,1218219.0,857.1500244140625,675,YFINANCE,,,,,,,,,
30-Aug-2023,ADANIENSOL,FUTSTK,,841.7000122070312,861.8499755859375,864.8499755859375,840.0,857053.0,841.7000122070312,675,YFINANCE,,,,,,,,,
31-Aug-2023,ADANIENSOL,FUTSTK,,811.9500122070312,820.0,830.75,800.0999755859375,1636383.0,811.9500122070312,675,YFINANCE,,,,,,,,,
01-Sep-2023,ADANIENSOL,FUTSTK,,824.9000244140625,803.8499755859375,835.8499755859375,791.0499877929688,1204025.0,824.9000244140625,675,YFINANCE,,,,,,,,,
04-Sep-2023,ADANIENSOL,FUTSTK,,817.5999755859375,830.0,834.9000244140625,815.0,825805.0,817.5999755859375,675,YFINANCE,,,,,,,,,
05-Sep-2023,ADANIENSOL,FUTSTK,,813.4500122070312,821.6500244140625,825.8499755859375,811.5,684436.0,813.4500122070312,675,YFINANCE,,,,,,,,,
06-Sep-2023,ADANIENSOL,FUTSTK,,855.9500122070312,815.0499877929688,859.4500122070312,809.0,8646350.0,855.9500122070312,675,YFINANCE,,,,,,,,,
07-Sep-2023,ADANIENSOL,FUTSTK,,839.4000244140625,858.9000244140625,858.9000244140625,833.0999755859375,6099751.0,839.4000244140625,675,YFINANCE,,,,,,,,,
