pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,gross,charges,net,reason,win
AXISBANK_CAL,CALENDAR,2025-05-27,2025-05-29,2,SELL_MID,0.551,0.0,4125.0,495.0,3630.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-05-28,2025-05-29,1,SELL_MID,0.551,0.0,4125.0,495.0,3630.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-06-16,2025-06-26,10,SELL_MID,0.525,0.0,4000.0,480.0,3520.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-06-18,2025-06-26,8,SELL_MID,0.565,0.0,4313.0,518.0,3795.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-06-19,2025-06-26,7,SELL_MID,0.525,0.0,4000.0,480.0,3520.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-06-23,2025-06-26,3,SELL_MID,0.534,0.0,4062.0,487.0,3575.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-06-24,2025-06-26,2,SELL_MID,0.581,0.0,4437.0,532.0,3905.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-06-25,2025-06-26,1,SELL_MID,0.584,0.0,4438.0,533.0,3905.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-07-25,2025-07-31,6,SELL_MID,0.524,0.0,3562.0,427.0,3135.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-07-28,2025-07-31,3,SELL_MID,0.521,0.0,3500.0,420.0,3080.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-07-30,2025-07-31,1,SELL_MID,0.54,0.0,3625.0,435.0,3190.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-18,2025-08-28,10,SELL_MID,0.572,0.0,3875.0,465.0,3410.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-19,2025-08-28,9,SELL_MID,0.552,0.0,3750.0,450.0,3300.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-20,2025-08-28,8,SELL_MID,0.573,0.0,3875.0,465.0,3410.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-21,2025-08-28,7,SELL_MID,0.611,0.0,4125.0,495.0,3630.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-22,2025-08-28,6,SELL_MID,0.578,0.0,3875.0,465.0,3410.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-25,2025-08-28,3,SELL_MID,0.588,0.0,3937.0,472.0,3465.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-08-26,2025-08-28,2,SELL_MID,0.523,0.0,3438.0,412.0,3025.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-09-22,2025-09-30,8,SELL_MID,0.541,0.0,3875.0,465.0,3410.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-09-23,2025-09-30,7,SELL_MID,0.503,0.0,3687.0,442.0,3245.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-09-24,2025-09-30,6,SELL_MID,0.5,0.0,3625.0,435.0,3190.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-09-25,2025-09-30,5,SELL_MID,0.583,0.0,4250.0,510.0,3740.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-09-26,2025-09-30,4,SELL_MID,0.529,0.0,3812.0,457.0,3355.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-09-29,2025-09-30,1,SELL_MID,0.521,0.0,3687.0,442.0,3245.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-10-20,2025-10-28,8,SELL_MID,0.562,0.0,4313.0,518.0,3795.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-10-21,2025-10-28,7,SELL_MID,0.501,0.0,3875.0,465.0,3410.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-10-23,2025-10-28,5,SELL_MID,0.597,0.0,4688.0,562.0,4125.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-10-24,2025-10-28,4,SELL_MID,0.603,0.0,4687.0,562.0,4125.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-10-27,2025-10-28,1,SELL_MID,0.639,0.0,5000.0,600.0,4400.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-11-17,2025-11-25,8,SELL_MID,0.623,0.0,4875.0,585.0,4290.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-11-18,2025-11-25,7,SELL_MID,0.679,0.0,5375.0,645.0,4730.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-11-19,2025-11-25,6,SELL_MID,0.662,0.0,5250.0,630.0,4620.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-11-20,2025-11-25,5,SELL_MID,0.717,0.0,5750.0,690.0,5060.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-11-21,2025-11-25,4,SELL_MID,0.691,0.0,5500.0,660.0,4840.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-11-24,2025-11-25,1,SELL_MID,0.749,0.0,5938.0,712.0,5225.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-12-22,2025-12-30,8,SELL_MID,0.696,0.0,5375.0,645.0,4730.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-12-23,2025-12-30,7,SELL_MID,0.734,0.0,5625.0,675.0,4950.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-12-24,2025-12-30,6,SELL_MID,0.669,0.0,5125.0,615.0,4510.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-12-26,2025-12-30,4,SELL_MID,0.668,0.0,5125.0,615.0,4510.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2025-12-29,2025-12-30,1,SELL_MID,0.642,0.0,4937.0,592.0,4345.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2026-01-19,2026-01-27,8,SELL_MID,0.543,0.0,4437.0,532.0,3905.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2026-01-20,2026-01-27,7,SELL_MID,0.564,0.0,4562.0,547.0,4015.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2026-01-21,2026-01-27,6,SELL_MID,0.561,0.0,4500.0,540.0,3960.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2026-01-22,2026-01-27,5,SELL_MID,0.547,0.0,4437.0,532.0,3905.0,EXPIRY,True
AXISBANK_CAL,CALENDAR,2026-01-23,2026-01-27,4,SELL_MID,0.508,0.0,4000.0,480.0,3520.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-15,2024-04-25,10,SELL_MID,0.772,0.0,5560.0,667.0,4893.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-16,2024-04-25,9,SELL_MID,0.704,0.0,5060.0,607.0,4453.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-18,2024-04-25,7,SELL_MID,0.751,0.0,5380.0,646.0,4734.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-19,2024-04-25,6,SELL_MID,0.714,0.0,5120.0,614.0,4506.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-22,2024-04-25,3,SELL_MID,0.72,0.0,5220.0,626.0,4594.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-23,2024-04-25,2,SELL_MID,0.749,0.0,5440.0,653.0,4787.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-04-24,2024-04-25,1,SELL_MID,0.847,0.0,6240.0,749.0,5491.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-21,2024-05-30,9,SELL_MID,0.653,0.0,4440.0,533.0,3907.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-22,2024-05-30,8,SELL_MID,0.732,0.0,4980.0,598.0,4382.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-23,2024-05-30,7,SELL_MID,0.681,0.0,4660.0,559.0,4101.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-24,2024-05-30,6,SELL_MID,0.703,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-27,2024-05-30,3,SELL_MID,0.669,0.0,4580.0,550.0,4030.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-28,2024-05-30,2,SELL_MID,0.68,0.0,4640.0,557.0,4083.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-05-29,2024-05-30,1,SELL_MID,0.793,0.0,5360.0,643.0,4717.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-18,2024-06-27,9,SELL_MID,0.673,0.0,4640.0,557.0,4083.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-19,2024-06-27,8,SELL_MID,0.54,0.0,3780.0,454.0,3326.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-20,2024-06-27,7,SELL_MID,0.725,0.0,5120.0,614.0,4506.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-21,2024-06-27,6,SELL_MID,0.651,0.0,4620.0,554.0,4066.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-24,2024-06-27,3,SELL_MID,0.675,0.0,4780.0,574.0,4206.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-25,2024-06-27,2,SELL_MID,0.673,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-06-26,2024-06-27,1,SELL_MID,0.685,0.0,4920.0,590.0,4330.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-15,2024-07-25,10,SELL_MID,0.609,0.0,4500.0,540.0,3960.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-16,2024-07-25,9,SELL_MID,0.602,0.0,4360.0,523.0,3837.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-18,2024-07-25,7,SELL_MID,0.658,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-19,2024-07-25,6,SELL_MID,0.66,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-22,2024-07-25,3,SELL_MID,0.658,0.0,4620.0,554.0,4066.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-23,2024-07-25,2,SELL_MID,0.674,0.0,4760.0,571.0,4189.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-07-24,2024-07-25,1,SELL_MID,0.676,0.0,4720.0,566.0,4154.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-19,2024-08-29,10,SELL_MID,0.64,0.0,4560.0,547.0,4013.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-20,2024-08-29,9,SELL_MID,0.598,0.0,4320.0,518.0,3802.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-21,2024-08-29,8,SELL_MID,0.604,0.0,4380.0,526.0,3854.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-22,2024-08-29,7,SELL_MID,0.61,0.0,4440.0,533.0,3907.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-23,2024-08-29,6,SELL_MID,0.591,0.0,4300.0,516.0,3784.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-26,2024-08-29,3,SELL_MID,0.576,0.0,4180.0,502.0,3678.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-27,2024-08-29,2,SELL_MID,0.584,0.0,4220.0,506.0,3714.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-08-28,2024-08-29,1,SELL_MID,0.606,0.0,4340.0,521.0,3819.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-16,2024-09-26,10,SELL_MID,0.637,0.0,4680.0,562.0,4118.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-17,2024-09-26,9,SELL_MID,0.665,0.0,4920.0,590.0,4330.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-18,2024-09-26,8,SELL_MID,0.627,0.0,4620.0,554.0,4066.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-19,2024-09-26,7,SELL_MID,0.659,0.0,4940.0,593.0,4347.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-20,2024-09-26,6,SELL_MID,0.652,0.0,4960.0,595.0,4365.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-23,2024-09-26,3,SELL_MID,0.693,0.0,5360.0,643.0,4717.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-24,2024-09-26,2,SELL_MID,0.736,0.0,5640.0,677.0,4963.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-09-25,2024-09-26,1,SELL_MID,0.815,0.0,6180.0,742.0,5438.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-21,2024-10-31,10,SELL_MID,0.601,0.0,4300.0,516.0,3784.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-22,2024-10-31,9,SELL_MID,0.623,0.0,4400.0,528.0,3872.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-23,2024-10-31,8,SELL_MID,0.564,0.0,4000.0,480.0,3520.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-24,2024-10-31,7,SELL_MID,0.679,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-25,2024-10-31,6,SELL_MID,0.664,0.0,4700.0,564.0,4136.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-28,2024-10-31,3,SELL_MID,0.596,0.0,4180.0,502.0,3678.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-29,2024-10-31,2,SELL_MID,0.661,0.0,4660.0,559.0,4101.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-10-30,2024-10-31,1,SELL_MID,0.633,0.0,4400.0,528.0,3872.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-18,2024-11-28,10,SELL_MID,0.575,0.0,3960.0,475.0,3485.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-19,2024-11-28,9,SELL_MID,0.591,0.0,4080.0,490.0,3590.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-21,2024-11-28,7,SELL_MID,0.617,0.0,4280.0,514.0,3766.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-22,2024-11-28,6,SELL_MID,0.56,0.0,3940.0,473.0,3467.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-25,2024-11-28,3,SELL_MID,0.587,0.0,4200.0,504.0,3696.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-26,2024-11-28,2,SELL_MID,0.558,0.0,3980.0,478.0,3502.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-11-27,2024-11-28,1,SELL_MID,0.594,0.0,4240.0,509.0,3731.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-16,2024-12-26,10,SELL_MID,0.705,0.0,5100.0,612.0,4488.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-17,2024-12-26,9,SELL_MID,0.723,0.0,5180.0,622.0,4558.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-18,2024-12-26,8,SELL_MID,0.747,0.0,5320.0,638.0,4682.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-19,2024-12-26,7,SELL_MID,0.761,0.0,5380.0,646.0,4734.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-20,2024-12-26,6,SELL_MID,0.728,0.0,5080.0,610.0,4470.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-23,2024-12-26,3,SELL_MID,0.723,0.0,5040.0,605.0,4435.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2024-12-24,2024-12-26,2,SELL_MID,0.748,0.0,5240.0,629.0,4611.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-20,2025-01-30,10,SELL_MID,0.611,0.0,4700.0,564.0,4136.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-21,2025-01-30,9,SELL_MID,0.582,0.0,4420.0,530.0,3890.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-22,2025-01-30,8,SELL_MID,0.578,0.0,4440.0,533.0,3907.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-23,2025-01-30,7,SELL_MID,0.599,0.0,4540.0,545.0,3995.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-24,2025-01-30,6,SELL_MID,0.543,0.0,4100.0,492.0,3608.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-27,2025-01-30,3,SELL_MID,0.55,0.0,4140.0,497.0,3643.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-28,2025-01-30,2,SELL_MID,0.577,0.0,4360.0,523.0,3837.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-01-29,2025-01-30,1,SELL_MID,0.621,0.0,4760.0,571.0,4189.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-17,2025-02-27,10,SELL_MID,0.521,0.0,4060.0,487.0,3573.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-18,2025-02-27,9,SELL_MID,0.53,0.0,4160.0,499.0,3661.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-19,2025-02-27,8,SELL_MID,0.516,0.0,4100.0,492.0,3608.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-20,2025-02-27,7,SELL_MID,0.53,0.0,4180.0,502.0,3678.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-21,2025-02-27,6,SELL_MID,0.529,0.0,4140.0,497.0,3643.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-24,2025-02-27,3,SELL_MID,0.573,0.0,4500.0,540.0,3960.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-02-25,2025-02-27,2,SELL_MID,0.606,0.0,4760.0,571.0,4189.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-17,2025-03-27,10,SELL_MID,0.639,0.0,5100.0,612.0,4488.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-18,2025-03-27,9,SELL_MID,0.627,0.0,5100.0,612.0,4488.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-19,2025-03-27,8,SELL_MID,0.634,0.0,5140.0,617.0,4523.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-20,2025-03-27,7,SELL_MID,0.646,0.0,5260.0,631.0,4629.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-21,2025-03-27,6,SELL_MID,0.751,0.0,6240.0,749.0,5491.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-24,2025-03-27,3,SELL_MID,0.686,0.0,5960.0,715.0,5245.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-25,2025-03-27,2,SELL_MID,0.698,0.0,6060.0,727.0,5333.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-03-26,2025-03-27,1,SELL_MID,0.75,0.0,6420.0,770.0,5650.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-04-15,2025-04-24,9,SELL_MID,0.693,0.0,5880.0,706.0,5174.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-04-16,2025-04-24,8,SELL_MID,0.636,0.0,5400.0,648.0,4752.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-04-17,2025-04-24,7,SELL_MID,0.627,0.0,5480.0,658.0,4822.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-04-21,2025-04-24,3,SELL_MID,0.657,0.0,5880.0,706.0,5174.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-04-22,2025-04-24,2,SELL_MID,0.649,0.0,5880.0,706.0,5174.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-04-23,2025-04-24,1,SELL_MID,0.669,0.0,5960.0,715.0,5245.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-19,2025-05-29,10,SELL_MID,0.544,0.0,4600.0,552.0,4048.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-20,2025-05-29,9,SELL_MID,0.539,0.0,4520.0,542.0,3978.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-21,2025-05-29,8,SELL_MID,0.574,0.0,4760.0,571.0,4189.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-23,2025-05-29,6,SELL_MID,0.556,0.0,4680.0,562.0,4118.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-26,2025-05-29,3,SELL_MID,0.535,0.0,4480.0,538.0,3942.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-27,2025-05-29,2,SELL_MID,0.567,0.0,4720.0,566.0,4154.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-05-28,2025-05-29,1,SELL_MID,0.535,0.0,4440.0,533.0,3907.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-16,2025-06-26,10,SELL_MID,0.649,0.0,5560.0,667.0,4893.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-17,2025-06-26,9,SELL_MID,0.585,0.0,5000.0,600.0,4400.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-18,2025-06-26,8,SELL_MID,0.591,0.0,5040.0,605.0,4435.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-19,2025-06-26,7,SELL_MID,0.554,0.0,4760.0,571.0,4189.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-20,2025-06-26,6,SELL_MID,0.521,0.0,4520.0,542.0,3978.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-23,2025-06-26,3,SELL_MID,0.541,0.0,4720.0,566.0,4154.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-24,2025-06-26,2,SELL_MID,0.568,0.0,5040.0,605.0,4435.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-06-25,2025-06-26,1,SELL_MID,0.596,0.0,5240.0,629.0,4611.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-07-22,2025-07-31,9,SELL_MID,0.509,0.0,4400.0,528.0,3872.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-07-24,2025-07-31,7,SELL_MID,0.517,0.0,4440.0,533.0,3907.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-07-28,2025-07-31,3,SELL_MID,0.534,0.0,4200.0,504.0,3696.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-07-29,2025-07-31,2,SELL_MID,0.568,0.0,4480.0,538.0,3942.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-07-30,2025-07-31,1,SELL_MID,0.551,0.0,4320.0,518.0,3802.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-18,2025-08-28,10,SELL_MID,0.613,0.0,4920.0,590.0,4330.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-19,2025-08-28,9,SELL_MID,0.581,0.0,4720.0,566.0,4154.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-20,2025-08-28,8,SELL_MID,0.57,0.0,4600.0,552.0,4048.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-21,2025-08-28,7,SELL_MID,0.585,0.0,4720.0,566.0,4154.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-22,2025-08-28,6,SELL_MID,0.589,0.0,4680.0,562.0,4118.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-25,2025-08-28,3,SELL_MID,0.589,0.0,4680.0,562.0,4118.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-08-26,2025-08-28,2,SELL_MID,0.615,0.0,4840.0,581.0,4259.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-09-22,2025-09-30,8,SELL_MID,0.538,0.0,4360.0,523.0,3837.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-09-23,2025-09-30,7,SELL_MID,0.535,0.0,4400.0,528.0,3872.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-09-24,2025-09-30,6,SELL_MID,0.545,0.0,4440.0,533.0,3907.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-09-25,2025-09-30,5,SELL_MID,0.535,0.0,4320.0,518.0,3802.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-09-26,2025-09-30,4,SELL_MID,0.551,0.0,4400.0,528.0,3872.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-09-29,2025-09-30,1,SELL_MID,0.613,0.0,4880.0,586.0,4294.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-10-20,2025-10-28,8,SELL_MID,0.606,0.0,5360.0,643.0,4717.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-10-21,2025-10-28,7,SELL_MID,0.568,0.0,5000.0,600.0,4400.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-10-23,2025-10-28,5,SELL_MID,0.574,0.0,5120.0,614.0,4506.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-10-24,2025-10-28,4,SELL_MID,0.553,0.0,4840.0,581.0,4259.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-10-27,2025-10-28,1,SELL_MID,0.558,0.0,4800.0,576.0,4224.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-11-17,2025-11-25,8,SELL_MID,0.68,0.0,5720.0,686.0,5034.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-11-18,2025-11-25,7,SELL_MID,0.673,0.0,5640.0,677.0,4963.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-11-19,2025-11-25,6,SELL_MID,0.675,0.0,5680.0,682.0,4998.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-11-20,2025-11-25,5,SELL_MID,0.677,0.0,5680.0,682.0,4998.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-11-21,2025-11-25,4,SELL_MID,0.661,0.0,5520.0,662.0,4858.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-11-24,2025-11-25,1,SELL_MID,0.723,0.0,6040.0,725.0,5315.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-12-22,2025-12-30,8,SELL_MID,0.664,0.0,5720.0,686.0,5034.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-12-23,2025-12-30,7,SELL_MID,0.675,0.0,5840.0,701.0,5139.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-12-24,2025-12-30,6,SELL_MID,0.679,0.0,5880.0,706.0,5174.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-12-26,2025-12-30,4,SELL_MID,0.692,0.0,6000.0,720.0,5280.0,EXPIRY,True
KOTAKBANK_CAL,CALENDAR,2025-12-29,2025-12-30,1,SELL_MID,0.7,0.0,6040.0,725.0,5315.0,EXPIRY,True
